/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/.venv/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
usage: main.py [-h] [--lr LR] [--dropout DROPOUT] [--batch-size BATCH_SIZE]
               [--epochs-autoencoder EPOCHS_AUTOENCODER]
               [--hidden-dim-encoder HIDDEN_DIM_ENCODER]
               [--hidden-dim-decoder HIDDEN_DIM_DECODER]
               [--latent-dim LATENT_DIM] [--n-max-nodes N_MAX_NODES]
               [--n-layers-encoder N_LAYERS_ENCODER]
               [--n-layers-decoder N_LAYERS_DECODER]
               [--spectral-emb-dim SPECTRAL_EMB_DIM]
               [--epochs-denoise EPOCHS_DENOISE] [--timesteps TIMESTEPS]
               [--hidden-dim-denoise HIDDEN_DIM_DENOISE]
               [--n-layers_denoise N_LAYERS_DENOISE] [--train-autoencoder]
               [--train-denoiser] [--dim-condition DIM_CONDITION]
               [--n-condition N_CONDITION]
main.py: error: unrecognized arguments: --train-encoder
/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/.venv/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
Traceback (most recent call last):
  File "/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/new_encoder/main.py", line 115, in <module>
    trainset = preprocess_dataset("train", args.n_max_nodes, args.spectral_emb_dim)
  File "/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/new_encoder/utils.py", line 83, in preprocess_dataset
    files = [f for f in os.listdir(graph_path)]
FileNotFoundError: [Errno 2] No such file or directory: './data/train/graph'
/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/.venv/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/new_encoder/utils.py:78: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  data_lst = torch.load(filename)
/users/eleves-b/2021/valentin.dorseuil/Desktop/altegrad_project/new_encoder/utils.py:53: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  data_lst = torch.load(filename)
Dataset ./data/dataset_train.pt loaded from file
Dataset ./data/dataset_valid.pt loaded from file
Dataset ./data/dataset_test.pt loaded from file
05/01/2025 18:22:39 Epoch: 0001, Train Loss: 9.26244, Train Reconstruction Loss: 0.27, Train KLD Loss: 179.90, Val Loss: 1.81902, Val Reconstruction Loss: 0.34, Val KLD Loss: 29.60
05/01/2025 18:22:39 Epoch: 0002, Train Loss: 1.49587, Train Reconstruction Loss: 0.22, Train KLD Loss: 25.60, Val Loss: 0.75157, Val Reconstruction Loss: 0.37, Val KLD Loss: 7.65
05/01/2025 18:22:39 Epoch: 0003, Train Loss: 0.86826, Train Reconstruction Loss: 0.22, Train KLD Loss: 12.99, Val Loss: 0.54415, Val Reconstruction Loss: 0.36, Val KLD Loss: 3.61
05/01/2025 18:22:40 Epoch: 0004, Train Loss: 0.66050, Train Reconstruction Loss: 0.22, Train KLD Loss: 8.83, Val Loss: 0.46355, Val Reconstruction Loss: 0.36, Val KLD Loss: 2.12
05/01/2025 18:22:40 Epoch: 0005, Train Loss: 0.55690, Train Reconstruction Loss: 0.22, Train KLD Loss: 6.76, Val Loss: 0.43171, Val Reconstruction Loss: 0.36, Val KLD Loss: 1.49
05/01/2025 18:22:40 Epoch: 0006, Train Loss: 0.48873, Train Reconstruction Loss: 0.22, Train KLD Loss: 5.37, Val Loss: 0.40136, Val Reconstruction Loss: 0.35, Val KLD Loss: 1.11
05/01/2025 18:22:41 Epoch: 0007, Train Loss: 0.43922, Train Reconstruction Loss: 0.22, Train KLD Loss: 4.41, Val Loss: 0.38749, Val Reconstruction Loss: 0.34, Val KLD Loss: 0.87
05/01/2025 18:22:41 Epoch: 0008, Train Loss: 0.40297, Train Reconstruction Loss: 0.22, Train KLD Loss: 3.71, Val Loss: 0.37434, Val Reconstruction Loss: 0.34, Val KLD Loss: 0.70
05/01/2025 18:22:42 Epoch: 0009, Train Loss: 0.37550, Train Reconstruction Loss: 0.22, Train KLD Loss: 3.14, Val Loss: 0.34738, Val Reconstruction Loss: 0.32, Val KLD Loss: 0.54
05/01/2025 18:22:42 Epoch: 0010, Train Loss: 0.35349, Train Reconstruction Loss: 0.22, Train KLD Loss: 2.70, Val Loss: 0.35045, Val Reconstruction Loss: 0.33, Val KLD Loss: 0.46
05/01/2025 18:22:42 Epoch: 0011, Train Loss: 0.33686, Train Reconstruction Loss: 0.22, Train KLD Loss: 2.35, Val Loss: 0.34265, Val Reconstruction Loss: 0.32, Val KLD Loss: 0.38
05/01/2025 18:22:42 Epoch: 0012, Train Loss: 0.32150, Train Reconstruction Loss: 0.22, Train KLD Loss: 2.03, Val Loss: 0.32911, Val Reconstruction Loss: 0.31, Val KLD Loss: 0.33
05/01/2025 18:22:43 Epoch: 0013, Train Loss: 0.30825, Train Reconstruction Loss: 0.22, Train KLD Loss: 1.79, Val Loss: 0.32810, Val Reconstruction Loss: 0.31, Val KLD Loss: 0.28
05/01/2025 18:22:43 Epoch: 0014, Train Loss: 0.29808, Train Reconstruction Loss: 0.22, Train KLD Loss: 1.58, Val Loss: 0.32480, Val Reconstruction Loss: 0.31, Val KLD Loss: 0.23
05/01/2025 18:22:44 Epoch: 0015, Train Loss: 0.29104, Train Reconstruction Loss: 0.22, Train KLD Loss: 1.42, Val Loss: 0.30973, Val Reconstruction Loss: 0.30, Val KLD Loss: 0.22
05/01/2025 18:22:44 Epoch: 0016, Train Loss: 0.28268, Train Reconstruction Loss: 0.22, Train KLD Loss: 1.27, Val Loss: 0.30204, Val Reconstruction Loss: 0.29, Val KLD Loss: 0.18
05/01/2025 18:22:44 Epoch: 0017, Train Loss: 0.27522, Train Reconstruction Loss: 0.22, Train KLD Loss: 1.11, Val Loss: 0.29566, Val Reconstruction Loss: 0.29, Val KLD Loss: 0.16
05/01/2025 18:22:45 Epoch: 0018, Train Loss: 0.27016, Train Reconstruction Loss: 0.22, Train KLD Loss: 1.01, Val Loss: 0.29447, Val Reconstruction Loss: 0.29, Val KLD Loss: 0.14
